content,Action,Romance,Science Fiction,Thriller,War,Western
"Nightclub manager Darnell Wright is a perpetual playboy who is almost as devoted to his job as he is to the pursuit of beautiful women. After he sets his sights on the ultra-classy Brandi Web, he launches an all-out assault to win her heart. Ultimately, charm, lust and passion prevail, but Darnell learns the hard way that when you play, you pay. Brandi is much harder to get rid of than she was to get--especially when she realizes that she has a rival vying for Darnell's affection. When he finally decides to call it quits, Brandi becomes an obsessed femme fatale stalking the new love of her life.",0,1,0,1,0,0
"A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs.",0,0,0,1,0,0
"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.",0,0,0,1,0,0
"Based on Jim Harrison's book, ""Farmer"". 47-year-old Joseph Svenden lives on the family farm with his dying mother and teaches at a two room schoolhouse with Rosealee, his lover and his best friend's widow. Joseph, who lacks a college degree, learns that he will lose his teaching job at the end of the year when the school district expands into his town. Meanwhile, he is seduced by 17-year-old Catherine, a new student in his class. His affair with Catherine and losing his teaching job forces Joseph to take a look at his previously dull life and to decide how he wants to live the rest of it.",0,1,0,0,0,0
"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",0,1,0,0,0,0
"The movie narrates the story of David Carr, an unemployed worker and member of the Communist Party of Great Britain. In 1936 he decides to fight for the Republican side in the Spanish Civil War, an anti-fascist coalition of liberals, communists and anarchists. Similar to George Orwell's experiences documented in Homage to Catalonia, he joins the POUM worker militia and witnesses first hand the betrayal of the Spanish revolution by the Stalinists, loyal only to the dictat of Moscow.",0,1,0,0,1,0
"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",0,0,1,0,0,0
"A first person narrative of a gay serial killer explores violence, sexuality, and imagination.",0,0,0,1,0,0
"Jack always lands on his feet. He lands on his feet when he marries the beautiful Sarah. He lands on his feet when he buys a luxurious new home. However, when Sarah goes into labour, he takes a tumble down the stairs and lands on his head. When he comes around he discovers he is the proud father of a baby girl, but deficient in the spouse department to the tune of 1.",0,1,0,0,0,0
"The wife and mistress of a cruel school master collaborate in a carefully planned and executed attempt to murder him. The plan goes well until the body, which has been strategically dumped, disappears. The strain starts to tell on the two women as a retired police investigator who is looking into the disappearance on a whim begins to think that they know more than they are telling, and their mental state is not helped when their victim is seen, apparently alive and well by one of the pupils.",0,0,0,1,0,0
"Troubled Roula finds herself drawn to Leon, an author of children's books who has suffered an enormous emotional and creative blockage ever since his wife died in a motorcycle accident two years before. Leon has only his 12-year-old daughter Tanja to keep him company. As romance blooms between Leon and Roula, his daughter approves. Unfortunately, Roula is carrying heavy emotional baggage stemming from the incest she suffered at the hands of her father.",0,1,0,0,0,0
"Nelly leaves her lazy, unemployed husband to work for retired judge Mr Arnaud, forty years her senior, after he offers to clear her bills for her. While she types his memoirs the two develop a close friendship, but Arnaud becomes jealous when Nelly begins dating his good-looking young publisher.",0,1,0,0,0,0
"A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....",0,0,0,1,1,0
"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",1,0,0,1,0,0
"The daughter of a thief, young Moll is placed in the care of a nunnery after the execution of her mother. However, the actions of an abusive priest lead Moll to rebel as a teenager, escaping to the dangerous streets of London. Further misfortunes drive her to accept a job as a prostitute from the conniving Mrs. Allworthy. It is there that Moll first meets Hibble, who is working as Allworthy's servant but takes a special interest in the young woman's well-being. With his help, she retains hope for the future, ultimately falling in love with an unconventional artist who promises the possibility of romantic happiness.",0,1,0,0,0,0
"Two obsessive-compulsives, a chef and an anorexic writer, are neighbors in an apartment building. The chef (301) tries to entice her neighbor to eat with fabulous meals. The writer (302) refuses to eat, and this refusal begins a turbulent relationship that forces both women to delve into their pasts of torment.",0,0,0,1,0,0
"Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, ""Wild Bill"" Burgess, the new owner, as a public relations gimmick, stages an 'honorary coach' contest, which Eddie wins. The fans love it, so ""Wild Bill"" fires the coach and hires her. She takes the bunch of overpaid prima",1,0,0,0,0,0
"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.",0,0,0,1,0,0
"Set in 1890s North Wales over a long, hot August weekend, the Victorian calm of a household is suddenly upset with the arrival of a London couple who impose their city ways and thoughts on the more rurally based family. An adaptation of Anton Chekhov's play, ""Uncle Vanya.""",0,1,0,0,0,0
A 16 year old girl takes up with a charming young man who quickly shows his colors when he beats a friend simply for walking with her and then goes totally ballistic after she tries to break up with him.,0,1,0,1,0,0
"Black marketeers Marko (Miki Manojlovic) and Blacky (Lazar Ristovski) manufacture and sell weapons to the Communist resistance in WWII Belgrade, living the good life along the way. Marko's surreal duplicity propels him up the ranks of the Communist Party, and he eventually abandons Blacky and steals his girlfriend. After a lengthy stay in a below-ground shelter, the couple reemerges during the Yugoslavian Civil War of the 1990s as Marko realizes that the situation is ripe for exploitation.",0,0,0,0,1,0
This film is set in 1943 when the whole of Europe was embroiled in WWII. It deals with attraction of a 15 year old boy Stig to his teacher Viola. The whole movie revolves around the sexual encounters between Stig and Viola and how he eventually grows out of it.,0,1,0,0,1,0
"After thief Alex Cardo gets caught while stealing an ancient katana in East Asia, he soon finds himself imprisoned and beaten up by the crowd there. One of the guards, Demon, feels upset by Alex appearance and tortures him as often as he gets the opportunity. Alex finds a friend and mentor in the jailhouse, Master Sun, who teaches him a superior fighting style called Iron Hand. When a 'best of the best kumite' is to take place, Demon gets an invitation. Now Master Sun and Alex need to find a way to let Alex take part in the kumite too.",1,0,0,1,0,0
"The mad and evil scientist, Dr. Clayton Forrester, has created an evil little scheme that is bound to give him world global domination but first things first. He plans to torment Mike Nelson and the robots by sending them a real stinker of a film to watch called, ""This Island Earth."" He is convinced that this movie will drive them insane. Will this be the ultimate cheese that breaks the boys' spirits?",0,0,1,0,0,0
"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.",0,0,1,0,0,0
"A weekend of fun becomes a fight for survival when three American women land in a Mexican jail. After being sexually molested by the guards, they attempt to escape with the help of a fellow prisoner.",1,0,0,1,0,0
Aliens who've come to earth to spawn deep beneath the ocean begin terrorizing a Florida beach community. An ichthyologist and a young filmmaker team up to uncover the mystery of these monsters from the deep--before they strike again.,0,0,1,0,0,0
"25 years after committing a double murder, Karl Childers is going to be released from an institution for the criminally insane. A local reporter comes to talk to him, and listens in horror about his life leading up to the crime. This is the short film that inspired the full-length ""Sling Blade""",0,0,0,1,0,0
"An Irish lad (Matt Keeslar) who fled from his oppressive, widowed father (Albert Finney) falls for a girl (Victoria Smurfit) from an affluent family.",0,1,0,0,0,0
"An American private-eye, arrives in Alphaville, a futuristic city on another planet which is ruled by an evil scientist named Von Braun, who has outlawed love and self-expression.",0,0,1,0,0,0
"Shire is the subject of a perverse obsession by a Lesbian neighbor, Andrea, who not only is in lust with her but hires a rapist in order to get audio tapes of her moaning. Ashley turns pepping tom and watches Shire with a telescope as she begins an affair with Det. Cortese.",0,0,0,1,0,0
"Adaptation of Chekhov's ""Uncle Vanya"" set in rural Australia in the 1920s. Jack Dickens and his niece Sally run the family farm to support brother-in-law Alexander as a (supposedly brilliant) literary critic in London. Action begins when Alexander returns with his beautiful young wife Deborah, revealing himself as an arrogant failure and wanting to sell the farm out from under Jack. Blakemore introduces themes about Australia's separation from England, as well as expanding the pacifist and ecological philosophies espoused by the local Doctor Max Askey.",0,1,0,0,0,0
"Five Green Berets stationed in Vietnam in 1968 grudgingly undertake the mission of a lifetime -- to secretly transport an 8,000-pound elephant through 200 miles of rough jungle terrain. High jinks prevail when Capt. Sam Cahill promises the Montagnard villagers of Dak Nhe that he'll replace their prized elephant in time for an important ritual. But for Capt. T.C. Doyle, the mission becomes a jumbo-sized headache!",1,0,0,0,0,0
"East-Berlin, 1961, shortly after the erection of the Wall. Konrad, Sophie and three of their friends plan a daring escape to Western Germany. The attempt is successful, except for Konrad, who remains behind. From then on, and for the next 28 years, Konrad and Sophie will attempt to meet again, in spite of the Iron Curtain. Konrad, who has become a reputed Astrophysicist, tries to take advantage of scientific congresses outside Eastern Germany to arrange encounters with Sophie. But in a country where the political police, the Stasi, monitors the moves of all suspicious people (such as Konrad's sister Barbara and her husband Harald), preserving one's privacy, ideals and self-respect becomes an exhausting fight, even as the Eastern block begins its long process of disintegration.",0,1,0,0,0,0
"Connie Doyle is eighteen and pregnant her boyfriend has kicked her out. She accidentaly ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hosptial to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.",0,1,0,0,0,0
"An android fighting-machine (Mario Van Peebles) is charged with destroying a small brigade of rebels in a Latin American war who are fighting to maintain their freedom and protect their village. Contrary to his programming, Peebles decides to stay and assist the rebels in their plight. Having gained this information, his ""creators"" develop a more powerful android to try and defeat him.",1,0,1,1,0,0
"After he did some jobs for CIA, ex-marine John Shale is visiting his high school love Jane. She's now a teacher in Columbus High School in Miami. Soon after his arriving Jane has her knee cap broken while jogging. After that, John decides to go undercover as her substitute in high school. Very soon he finds out that gang named Kings of Destruction is terrorizing the school.",1,0,0,1,0,0
"Mary Giordano is a bright, intelligent student who goes to a catholic school. She also has a addiction to mystery novels and detective magazines (hence the title of the movie), which inspire her to do her own detective work. When she starts snooping around on the case of a murderer of teenage girls, it gets her in hot water with her mentor Detective Jerry Gunn. But it also starts a team up with police cadet Tony Campbell. The two work together to find the murderer. But the closer Mary gets to solving the murder, the more danger she puts herself in of being the next victim.",0,0,0,1,0,0
"Eunice is walking along the highways of northern England from one filling station to another. She is searching for Judith, the woman, she says to be in love with. It's bad luck for the women at the cash desk not to be Judith, because Eunice is eccentric, angry and extreme dangerous. One day she meets Miriam, hard of hearing and a little ingenuous, who feels sympathy for Eunice and takes her home. Miriam is very impressed by Eunice's fierceness and willfulness and follows her on the search for Judith. Shocked by Eunice's cruelty she tries to make her a better person, but she looses ground herself.",0,1,0,1,0,0
"Sam Clayton's (Vincent D'Onofrio) marriage to ex-stripper Freddie (Cameron Diaz) comes about when she's strong-armed into the match by Red (Delroy Lindo), a club proprietor who once did her a favor. But Freddie falls in love with Jiaks (Keanu Reeves), Sam's brother, and the pair tries to escape the situation together. It isn't long before both Sam and Red catch up with them, resulting in threats against the two of them -- although tension also starts to build between Sam and Red.",1,0,0,1,0,0
"A struggling American writer and a fellow American expatriate begin a sordid affair among the chaos and discord of 1940 Paris, France on the brink of World War II.",0,1,0,0,0,0
"Angus is a large, pathetic 14 year old whose thoughts are most often filled with the image of one Melissa Lefevre. Angus is shy and thinks that he has no chance of ever 'getting' her. Being especially uncool, he is incredibly surprised (along with the rest of the school) that he is chosen to dance with her at the Winter Ball. The only one not surprised is the cool-kid who set him up to fail, but Angus' best friend is going to help him win the heart of Melissa by developing a new look for him",0,1,0,0,0,0
"Fed up with boarding school and frustrated with the way others have planned his life, John Baker Jr. wants a change -- anything to shake up his staid routine. The moment arrives when he stumbles upon a woman, Patty Vare, unconscious in a field. Deciding to risk it, John takes her to his dorm to look after her, much to the disapproval of his friends. John's decision proves fateful as he and Patty grow close to one another. However, she may be keeping secrets from him.",0,1,0,0,0,0
"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes.",1,0,0,0,0,0
Lewis a young director get his first job directing a play at a mental hospital with the patients as the cast.  The play that is decided on is Cosi fan tutte an opera by Mozart.,0,1,0,0,0,0
"In 1950s Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",0,0,0,1,0,0
A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,0,1,0,0,0,0
"A beautiful young dentist working in a tough British prison starts to become attracted to a violent inmate after the break-up of her marriage, and embarks upon an illicit affair with him, with terrible consequences for all.",0,1,0,1,0,0
"On the run after murdering a man, accountant William Blake encounters a strange North American man named Nobody who prepares him for his journey into the spiritual world.",0,0,0,0,0,1
"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.",0,1,0,0,1,0
"A tough gang of teenage girls are looking for love and fighting for turf on the mean streets of the city! Bad girls to the core, these impossibly outrageous high school hoodlums go where they want ... and create mayhem wherever they go!",1,0,0,0,0,0
"This outrageous time-travel comedy follows the misadventures of a wacky medieval knight (Jean Reno) and his faithful servant when they are accidentally transported to contemporary times by a senile sorcererMayhem rules as these 12th-century visitors try adapting to the wildly confusing modern world. To avoid being stuck here for good, however, they soon begin an all-out cosmic assault on their former castle -- now a luxury hotel -- in their quest to return to the past",0,0,1,0,0,0
"Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning.",0,0,1,0,0,0
"A Catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them -- be they teachers, rivals or meddlesome parents.",0,0,0,1,0,0
"Upon taking a new job, young lawyer Rick Hayes is assigned to the clemency case of Cindy Liggett, a woman convicted of first degree murder and sentenced to death. As Hayes investigates the background for her case, the two begin to form a deep friendship, while all the while the date for her execution draws nearer.",0,0,0,1,0,0
"In this adaptation of the satirical British novel, Flora Poste, a plucky London society girl orphaned at age 19, finds a new home with some rough relatives, the Starkadders of Cold Comfort Farm. With a take-charge attitude and some encouragement from her mischievous friend, Mary, Flora changes the Starkadders' lives forever when she settles into their rustic estate, bringing the backward clan up to date and finding inspiration for her novel in the process.",0,1,0,0,0,0
"A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened.",0,0,0,1,0,0
"A violent street gang, the Rebels, rule the streets of Gary, Indiana. The Rebels shoot Marvin Bookman, a store-keeper, for giving the police information about a drive-by shooting they committed. Marvin's son, former NFL star John who created the Rebels, returns to Gary to be with his father and, with a little help from his friends, to destroy the Rebels his way.",1,0,0,1,0,0
"A group of renegade marine commandos seizes a stockpile of chemical weapons and takes over Alcatraz, with 81 tourists as hostages. Their leader demands $100 million to be paid, as restitution to families of Marines who died in covert ops – or he will launch 15 rockets carrying deadly VX gas into the San Francisco Bay area.",1,0,0,1,0,0
"TV weatherman Bill Harding is trying to get his tornado-hunter wife, Jo, to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature, in the form of a series of intense storms sweeping across Oklahoma, has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados.",1,0,0,0,0,0
"A sexy nightclub owner, Barb Wire moonlights as a mercenary in Steel Harbor, one of the last free zones in the now fascist United States. When scientist Cora Devonshire wanders into Barb's establishment, she gets roped into a top-secret government plot involving biological weapons. Soon Barb is reunited with her old flame Axel Hood, who is now Cora's husband and a guerrilla fighter, resulting in plenty of tense action.",1,0,1,0,0,0
"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",1,0,1,0,0,0
"A fat Lawyer finds himself growing ""Thinner"" when an old gypsy man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the gypsy to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner.",0,0,0,1,0,0
"The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held.",1,0,0,0,0,0
"Lawyer Joe Morse wants to consolidate all the small-time numbers racket operators into one big powerful operation. But his elder brother Leo is one of these small-time operators who wants to stay that way, preferring not to deal with the gangsters who dominate the big-time.",1,0,0,0,0,0
"Zane Ziminski is an astrophysicist who receives a message that seems to have extraterrestrial origins. Eerily soon after his discovery, Zane is fired. He then embarks on a search to determine the origins of the transmission that leads him into a Hitchcockian labyrinth of paranoia and intrigue.",1,0,1,1,0,0
An Australian blowhard raises two orphaned children as his own in the years leading up to WWII.,0,0,0,0,1,0
"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film.",0,0,0,0,1,0
"For 16 years Miss Bentley has been spending April at an elegant hillside villa on Lake Como. This year, 1937, her London society artist father has recently died and the only other English-speaking guests are brash Americans. Then Major Wilshaw arrives. He suggests they meet for cocktails and Miss Bentley stands him up -- not even thinking about it -- as she helps the new nanny of an Italian family settle in. Miss Beaumont, a tall, young American who has dropped out of finishing school in Switzerland, is bored and finds some amusement in flirting with the major, whose libido is awakened for the first time since before the great war. And Miss Bentley now finds more about the major to admire than his ears.",0,1,0,0,0,0
"The film is set in five parts, five seasons that are part of the Chinese almanac. The story takes place in the jianghu, the world of the martial arts. Ouyang Feng has lived in the western desert for some years. He left his home in White Camel Mountain when the woman he loved chose to marry his elder brother rather than him. Instead of seeking glory, he ends up as an agent. When people come to him with a wish to eliminate someone who has wronged them, he puts them in touch with a swordsman who can do the job.",1,0,0,0,0,0
"""Stalingrad"" follows the progress of a German Platoon through the brutal fighting of the Battle of Stalingrad. After having half their number wiped out and after being placed under the command of a sadistic Captain, the Lieutenant of the platoon leads his men to desert. The men of the platoon attempt to escape from the city which is now surrounded by the Soviet Army.",0,0,0,0,1,0
The 21st successor to the role of Bengalla's resident superhero must travel to New York to prevent a rich madman from obtaining three magic skulls that would give him the secret to ultimate power.,1,0,0,0,0,0
"Bounced from her job, Erin Grant needs money if she's to have any chance of winning back custody of her child. But, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. Erin strips to conquer, but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder.",0,0,0,1,0,0
"Victor is a cook who works in a greasy bar/restaurant owned by his mother, Dolly. It's just the two of them, a waitress named Delores, and a heavy drinking regular, Leo. But things change when Callie, a beautiful college drop-out, shows up as a new waitress and steals Victor's heart. But Victor is too shy to do anything about it, and too self-consciously overweight to dream of winning Callie away.",0,1,0,0,0,0
"Jack Powell suffers from an affliction that makes him grow four times faster than normal, so the 10-year-old looks like a 40-year-old man. After years of being tutored at home, Jack convinces his overprotective parents to send him to public school. The children don't know what to make of Jack, but with the help of his fifth-grade teacher, he makes an effort to win them over.",0,0,1,0,0,0
A young man with dreams of pursuing a career in music moves form his small village to  the capital. Along the way he falls head over heels for a woman - the same woman his boss is also pursuing for his own reasons.,0,1,0,0,0,0
"A cowherd with a skull-mounted motorcycle and a university student meet in Dakar; put off by life in Senegal, they plan to make money in Paris.",0,1,0,0,0,0
"Union soldiers in search of food descend on the farm of a Confederate family and decide to stay until one in their ranks' wounds have healed. While the war weary Union captain (Chris Cooper) falls for the mother of the family (Patricia Clarkson) - whose husband is off fighting for the rebels - her son plots revenge on the dirty, double-dealing Yankees. Co-stars Kris Kristofferson.",0,0,0,0,1,1
"Two strangers, whose paths are always crossing, finally meet when fate steps in. It took them twenty years to fall in love at first sight.",0,1,0,0,0,0
"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",1,0,1,0,0,0
"Lucy Harmon, an American teenager is arriving in the lush Tuscan countryside to be sculpted by a family friend who lives in a beautiful villa. Lucy visited there four years earlier and exchanged a kiss with an Italian boy with whom she hopes to become reacquainted.",0,1,0,0,0,0
"When the San Francisco Giants pay centerfielder Bobby Rayburn $40 million to lead their team to the World Series, no one is happier or more supportive than #1 fan Gil Renard.  So when Rayburn becomes mired in the worst slump of his career, the obsessed Renard decides to stop at nothing to help his idol regain his former glory... not even murder.",0,0,0,1,0,0
"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up -- and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the ""friendship,"" Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behavior.",0,0,0,1,0,0
"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",1,0,0,1,0,0
"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",0,1,1,0,0,0
"In 1925 Romania, young Marie-Therese Von Debretsy refuses the flirtatious advances of her husband's commanding officer. As a result, the cosmopolitan family is reassigned to a brutally bleak and dangerous outpost on the Bulgarian/Romanian frontier where both their relationship and humanity are severely tested.",0,1,0,0,1,0
A group of armed robbers fleeing the police head for the New Jersey Tunnel and run right into trucks transporting toxic waste. The spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. Kit Latura is the only man with the skill and knowledge to lead the band of survivors out of the tunnel before the structure collapses.,1,0,0,1,0,0
"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",0,1,0,0,0,0
"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",0,1,1,0,0,0
"Things have been tough lately for Amelia. Her best friend moved out of the apartment, her cat got cancer, and now her best friend, Laura, is getting married. She copes with things, from the help of Andrew, Frank, Laura, and a brief romance with Bill ""The Ugly Guy"".",0,1,0,0,0,0
"Mickey, a free-spirited New York cabbie, and Francis, a materialistic Wall Street stockbroker, are extremely competitive and confused about women as a result of their father's influence. Though they disagree about everything, they have one thing in common: Mickey's ex-fiance Heather is Francis's secret love. Though both brothers have beautiful wives, Heather triggers their longtime sibling rivalry",0,1,0,0,0,0
"A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",0,0,0,1,0,0
Three stories of love and coincidence around the theme of dates in Paris.,0,1,0,0,0,0
"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",1,0,0,1,0,0
Shaquille O'Neal as a rapping genie protects a little boy.,0,0,1,0,0,0
A controversial talk show host becomes involved in the murder of a beautiful woman in a war for ratings.,1,0,0,1,0,0
"A tale of power, passion and obsession set in a politically torn Eastern European country.",0,0,0,0,1,0
"'Hedd Wyn' is a 1992 Welsh anti-war biopic. Ellis Humphrey Evans, a farmer's son and poet living at Trawsfynydd in the Meirionydd countryside of upland Wales, competes for the most coveted prize of all in Welsh Poetry - that of the chair of the National Eisteddfod, which in August 1917 was due to be held in Birkenhead (one of the rare occasions when it was held in England). After submitting his entry, under his bardic name ""Hedd Wyn"" (""Blessed Peace"") Evans later departs from Meirionydd by train to join the Royal Welsh Fusiliers in Liverpool, despite his initial misgivings about the war. Ellis  is sent to fight in the trenches of Flanders.  'Hedd Wyn' was the first Welsh-language film to be nominated for an Oscar.",0,0,0,0,1,0
"A bombastic, womanizing art dealer and his painter friend go to a seventeenth-century villa on the Riviera for a relaxing summer getaway. But their idyll is disturbed by the presence of the bohemian Haydée, accused of being a “collector” of men.",0,1,0,0,0,0
"The journey of Michael Padovic, an American professor who arrives with his wife, Helene, at a Portuguese convent where he expects to find the documents needed to prove his theory: Shakespeare was born in Spain; not in England.",0,0,0,1,0,0
A group of homosexual people try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.,0,1,0,0,0,0
"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",1,0,0,1,0,0
The story of five teenage girls who form an unlikely bond after beating up a teacher who has sexually harassed them. They build a solid friendship but their wild ways begin to get out of control.,1,0,0,1,0,0
Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,1,0,1,1,0,0
"Emma Woodhouse is a congenial young lady who delights in meddling in other people’s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.",0,1,0,0,0,0
"After Ashe and his little son are murdered violently for no reason by Judah's men, he returns from the dead to take revenge. One after one, Judah's people face the power of the dark angel. The second film based on James O'Barr's cult comic.",1,0,0,1,0,0
Professor Genessier is guilt-stricken after his daughter's face is disfigured in a car accident. He intends to rebuild his daughter's face via grafting skin tissue; he only needs a supply of donors to experiment on.,0,0,0,1,0,0
"The same situation is played out in different cities (New York, Berlin and Japan). A lover has to choose whether to commit to a partner who is returning home. In each case there are other people involved, an ex-partner and someone else in a ""permanent"" relationship, what do they choose to do?",0,1,0,0,0,0
"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.",1,0,1,1,0,0
A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.,0,1,0,0,0,0
A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.,1,0,0,1,0,0
"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser.",0,1,0,1,0,0
"Robert Altman's story is a riff on race, class, and power cross-cuts between the two kidnappings and the background of corrupt politics and virtuoso jazz music. It all takes place in Kansas City in 1934.",0,0,0,1,0,0
A pair of lovers have no idea that their affair is overseen and orchestrated by an angel sent by Cupid to see that they remain together in this romantic comedy.,0,1,0,0,0,0
"A young street fighter seeks revenge against a powerful drug lord who killed his entire family. Using of his many special combat skills, he's about to take down a whole criminal operation, reaching his goal whatever the consequences.",1,0,0,0,0,0
"As a crime wave sweeps through Hong Kong, the police call Jessica Yang (Yeoh), a rising star in the ranks, to help stop a notorious gang of thieves! What Jessica doesn't realize is that her boyfriend - recently discharged from the force - is the leader of this ruthless crime ring!",1,0,0,0,0,0
"A researcher at Chicago's Natural History Museum returns from South America with some crates containing his findings. When the crates arrive at the museum without the owner there appears to be very little inside. However, police discover gruesome murders on the cargo ship that brought the crates to the US and then another murder in the museum itself.",0,0,0,1,0,0
A shipwrecked sailor stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA with horrific results.,0,0,1,0,0,0
